objectid,reg,dep,cv,codgeo,libgeo,p21_pop
142258,83,63,6321,63214,Les Martres-de-Veyre,3863
138781,41,88,8816,88487,Le Val-d'Ajol,3861
112255,52,85,8510,85215,Saint-Fulgent,3860
134102,54,79,7903,79061,Celles-sur-Belle,3858
133610,93,83,8307,83033,Carnoules,3852
138014,91,30,3006,30135,Jonquières-Saint-Vincent,3851
114285,53,35,3506,35337,Tinténiac,3851
112432,25,50,5027,50639,Villedieu-les-Poêles,3851
133245,25,14,1424,14020,Argences,3848
119010,11,77,7712,77420,Saint-Mard,3847
126375,82,42,4210,42225,Genilac,3843
127902,24,37,3708,37077,Cinq-Mars-la-Pile,3842
118719,54,16,1601,16138,Fléac,3842
133672,52,44,4418,44122,Petit-Mars,3841
110172,11,77,7716,77181,Ferrières-en-Brie,3841
117349,52,49,4918,49193,Le May-sur-Èvre,3839
117071,82,69,6900,69116,Limonest,3838
113337,52,85,8513,85046,La Chaize-le-Vicomte,3838
111314,93,84,8405,84064,Lapalud,3836
121324,53,56,5617,56013,Belz,3834
143653,31,62,6223,62863,Violaines,3831
128170,93,13,1328,13059,Meyrargues,3830
134405,53,56,5616,56247,Sulniac,3829
112461,54,16,1606,16192,Roumazières-Loubert,3829
130702,11,91,9101,91085,Boissy-sous-Saint-Yon,3828
137371,72,24,2416,24352,Ribérac,3828
126419,11,78,7807,78402,Mézières-sur-Seine,3826
139574,11,78,7816,78367,Mareil-Marly,3826
114519,24,45,4504,45115,Courtenay,3824
130396,53,56,5602,56066,Gourin,3823
113230,91,66,6604,66212,Torreilles,3821
133748,22,60,6009,60667,Verberie,3819
114766,73,31,3106,31299,Lherm,3818
133591,72,47,4717,47145,Layrac,3816
112782,25,61,6116,61293,Mortagne-au-Perche,3815
130054,82,73,7305,73150,Mâcot-la-Plagne,3814
113120,31,59,5914,59361,Lourches,3814
123792,52,72,7202,72328,Sargé-lès-le-Mans,3813
125994,24,45,4503,45142,Fay-aux-Loges,3811
131312,82,73,7313,73003,Aigueblanche,3809
137733,41,88,8812,88415,Saint-Étienne-lès-Remiremont,3809
132110,53,22,2212,22198,Pleumeur-Bodou,3809
140794,93,83,8315,83048,La Croix-Valmer,3804
121108,52,49,4903,49298,Saint-Léger-des-Bois,3804
133635,93,06,0610,06136,Sospel,3803
113080,41,55,5510,55291,Ligny-en-Barrois,3803
122778,25,14,1415,14699,Touques,3802
124667,53,35,3505,35099,Domloup,3801
142092,11,77,7721,77315,Montry,3799
111263,41,57,5707,57159,Créhange,3799
122445,73,31,3110,31573,Verfeil,3797
143044,93,06,0604,06011,Beaulieu-sur-Mer,3796
137556,43,25,2510,25547,Sochaux,3795
133156,82,38,3802,38374,Saint-Chef,3795
130472,25,14,1405,14738,Verson,3794
143124,52,85,8501,85197,Saint-André-Treize-Voies,3794
120759,82,01,0111,01450,Villieu-Loyes-Mollon,3793
141493,41,54,5407,54451,Réhon,3793
144860,22,60,6015,60500,Le Plessis-Belleville,3792
141734,82,01,0108,01263,Montmerle-sur-Saône,3792
133178,73,82,8213,82079,Labastide-Saint-Pierre,3792
123956,53,29,2911,29006,Bénodet,3790
113544,23,27,2705,27090,Le Bosc-Roger-en-Roumois,3786
118549,93,83,8304,83121,Salernes,3784
111649,82,42,4210,42259,Saint-Martin-la-Plaine,3784
143222,52,44,4419,44161,Saint-Gildas-des-Bois,3780
121950,43,70,7013,70245,Fougerolles,3780
118238,42,67,6713,67176,Gundershoffen,3779
139787,82,42,4206,42099,Fraisses,3779
125774,31,59,5914,59504,Roeulx,3779
111764,24,36,3601,36005,Ardentes,3778
130363,53,29,2915,29179,Ploudaniel,3775
135878,23,27,2705,27638,Le Thuit-Signol,3775
134890,54,17,1726,17021,Arvert,3774
122322,72,33,3309,33065,Bouliac,3773
140448,52,44,4407,44063,Gétigné,3770
119039,73,82,8202,82013,Beaumont-de-Lomagne,3768
139448,42,67,6701,67345,Oberhoffen-sur-Moder,3764
140716,23,76,7608,76624,Saint-Nicolas-d'Aliermont,3764
136625,54,16,1612,16089,Châteaubernard,3763
134276,83,63,6307,63042,Blanzat,3762
139144,53,22,2212,22343,Trébeurden,3761
121887,11,95,9509,95509,Puiseux-en-France,3757
119556,02,972,972,972202,Les Anses-d'Arlet,3752
125748,91,66,6615,66190,Salses-le-Château,3752
144619,52,44,4405,44056,Fay-de-Bretagne,3750
125721,24,45,4504,45145,Ferrières-en-Gâtinais,3750
130856,91,30,3022,30263,Saint-Hippolyte-du-Fort,3747
114256,72,47,4721,47215,Pujols,3747
138121,22,60,6021,60537,Ribécourt-Dreslincourt,3746
122054,53,22,2220,22211,Ploubezre,3743
125929,31,62,6237,62297,Éperlecques,3742
138441,94,2A,2A09,2A249,Propriano,3741
121164,53,22,2209,22183,Plémet,3739
130217,25,14,1420,14068,Biéville-Beuville,3738
144366,94,2B,2B12,2B251,Prunelli-di-Fiumorbo,3737
127064,52,72,7201,72039,Bonnétable,3735
133152,72,40,4014,40036,Bénesse-Maremne,3735
119520,31,62,6209,62080,Bapaume,3733
117982,73,82,8209,82025,Bressols,3729
121632,24,37,3708,37031,Bourgueil,3728
118340,93,13,1306,13118,Coudoux,3726
121552,72,24,2403,24064,Brantôme,3721
131396,52,49,4910,49283,Saint-Georges-sur-Loire,3718
126431,31,62,6239,62573,Meurchin,3717
120397,93,06,0625,06038,Châteauneuf-Grasse,3716
142108,11,78,7814,78003,Ablis,3715
122420,43,25,2510,25228,Étupes,3715
126597,24,45,4511,45247,Pannes,3714
130150,82,74,7409,74229,Saint-Cergues,3714
138988,82,42,4203,42052,Charlieu,3712
139082,82,69,6912,69238,Saint-Symphorien-sur-Coise,3712
139785,42,67,6702,67061,Bouxwiller,3712
143739,52,49,4914,49215,Montreuil-Bellay,3710
133164,73,31,3110,31358,Montastruc-la-Conseillère,3708
129532,91,30,3022,30350,Le Vigan,3706
111085,24,28,2804,28070,Champhol,3706
136127,72,33,3320,33018,Aubie-et-Espessas,3705
127855,42,68,6808,68270,Richwiller,3704
123494,23,76,7612,76276,Forges-les-Eaux,3702
116649,43,70,7003,70120,Champagney,3700
137021,11,77,7719,77040,Boissise-le-Roi,3700
117693,74,19,1919,19153,Objat,3699
121303,52,72,7201,72024,La Bazoge,3699
123402,11,78,7802,78310,Houdan,3699
130126,54,86,8601,86163,Montamisé,3698
118511,53,56,5610,56140,Moréac,3698
130813,52,44,4428,44223,Geneston,3697
144195,53,29,2910,29003,Audierne,3697
131334,26,58,5811,58088,Coulanges-lès-Nevers,3693
119964,54,86,8619,86294,Vouillé,3693
141671,22,02,0217,02064,Belleu,3693
138739,22,60,6010,60223,Estrées-Saint-Denis,3693
126331,25,61,6103,61397,Saint-Germain-du-Corbéis,3693
137601,53,35,3503,35189,Montgermont,3692
125971,24,18,1813,18050,La Chapelle-Saint-Ursin,3692
142242,73,32,3214,32208,Lectoure,3690
131112,82,38,3828,38378,Saint-Clair-du-Rhône,3689
120924,11,77,7713,77482,Varennes-sur-Seine,3688
119273,82,42,4221,42234,Saint-Héand,3686
129811,26,58,5807,58121,Garchizy,3685
123551,52,85,8511,85076,Cugand,3685
132820,23,27,2713,27226,Étrépagny,3684
137697,52,72,7202,72054,Champagné,3683
142097,43,39,3911,39470,Les Rousses,3683
143786,52,49,4921,49220,Morannes,3682
137355,82,42,4208,42168,Pélussin,3682
131769,74,87,8718,87126,Rochechouart,3681
136282,73,81,8119,81273,Saïx,3680
139306,93,84,8405,84078,Mondragon,3679
144267,52,72,7204,72200,Moncé-en-Belin,3675
144712,83,63,6321,63455,Veyre-Monton,3675
140961,26,71,7110,71120,Chauffailles,3675
121272,26,58,5807,58160,Marzy,3675
137600,82,07,0705,07346,Viviers,3674
137054,72,40,4012,40224,Peyrehorade,3673
113369,53,35,3516,35040,Breteil,3670
143840,52,85,8515,85071,Commequiers,3669
110189,23,27,2720,27230,Ézy-sur-Eure,3669
119120,93,06,0611,06130,Saint-Vallier-de-Thiey,3667
118485,24,41,4106,41149,Montoire-sur-le-Loir,3666
128756,52,85,8511,85238,Saint-Laurent-sur-Sèvre,3664
138437,24,45,4510,45269,Saint-Ay,3661
112228,25,61,6105,61474,Silly-en-Gouffern,3660
143951,23,76,7602,76377,Isneauville,3657
129612,11,77,7703,77335,Chauconin-Neufmontiers,3655
137764,53,29,2922,29165,Plobannalec-Lesconil,3655
119575,53,29,2918,29101,Landéda,3654
115944,42,68,6809,68201,Masevaux,3653
119905,21,10,1010,10321,La Rivière-de-Corps,3651
133816,11,78,7804,78043,Bailly,3650
137165,93,13,1328,13072,Peynier,3650
140903,26,71,7117,71221,Givry,3649
123452,11,91,9113,91232,La Ferté-Alais,3649
128234,91,30,3003,30305,Salindres,3648
127831,82,26,2613,26250,Pont-de-l'Isère,3648
113127,53,29,2906,29027,Châteauneuf-du-Faou,3648
120615,93,83,8311,83029,Callian,3646
138126,24,41,4107,41151,Montrichard,3645
115586,82,69,6900,69127,Marcy-l'Étoile,3644
137305,82,38,3828,38157,Estrablin,3643
143110,52,85,8501,85129,Les Lucs-sur-Boulogne,3642
140321,42,68,6808,68218,Morschwiller-le-Bas,3642
129224,23,76,7606,76599,Saint-Léger-du-Bourg-Denis,3641
137535,24,36,3604,36202,Saint-Maur,3641
111246,54,17,1725,17429,Soubise,3641
116783,72,24,2424,24309,Neuvic,3640
134617,72,33,3311,33234,Latresne,3639
117664,83,03,0317,03236,Saint-Germain-des-Fossés,3638
143737,82,01,0114,01031,Bellignat,3636
127486,31,59,5918,59585,Templemars,3635
138582,53,22,2220,22194,Plestin-les-Grèves,3635
143491,23,27,2721,27528,Le Vaudreuil,3632
124278,52,44,4403,44089,Malville,3627
112748,82,74,7408,74104,Doussard,3626
111303,93,83,8309,83057,Flassans-sur-Issole,3621
134553,22,80,8008,80674,Rivery,3620
134360,91,66,6612,66002,Alénya,3619
137901,53,29,2904,29011,Bohars,3615
136519,91,30,3001,30276,Saint-Laurent-d'Aigouze,3613
114426,73,31,3106,31454,Rieumes,3612
119717,41,57,5707,57413,Longeville-lès-Saint-Avold,3611
118718,83,03,0315,03298,Varennes-sur-Allier,3609
122590,72,64,6421,64237,Gelos,3609
127978,21,08,0818,08480,Villers-Semeuse,3608
121175,53,56,5615,56151,Noyal-Pontivy,3607
115508,31,59,5911,59037,Avesnes-les-Aubert,3606
142601,53,29,2906,29162,Pleyben,3605
141946,82,74,7403,74019,Argonay,3600
133160,54,17,1702,17086,Chaniers,3597
125744,74,87,8703,87011,Bellac,3596
124558,53,29,2921,29302,Pont-de-Buis-lès-Quimerch,3595
140772,53,29,2926,29030,Cléder,3594
124167,31,62,6202,62744,Sainte-Catherine,3594
137430,26,58,5803,58079,Clamecy,3593
133207,25,14,1422,14689,Thury-Harcourt,3593
132071,91,30,3001,30123,Gallargues-le-Montueux,3592
143505,52,85,8501,85262,Saint-Philbert-de-Bouaine,3590
117799,24,28,2802,28168,Gallardon,3589
112960,94,2A,2A05,2A006,Alata,3587
115391,11,77,7709,77155,Dampmart,3586
143079,43,25,2503,25048,Bavans,3585
124263,11,77,7703,77437,Saint-Soupplets,3585
111053,93,05,0511,05070,Laragne-Montéglin,3585
131584,11,91,9101,91115,Bruyères-le-Châtel,3584
142571,73,46,4601,46224,Pradines,3584
142680,25,14,1404,14117,Cabourg,3583
144273,82,38,3825,38400,Saint-Jean-de-Moirans,3582
121459,73,32,3208,32462,Vic-Fezensac,3581
130618,93,83,8315,83119,Saint-Tropez,3578
128053,72,33,3308,33474,Saint-Selve,3578
140086,41,54,5408,54549,Varangéville,3578
137649,24,28,2803,28012,Arrou,3577
117151,31,62,6233,62534,Lumbres,3575
117643,43,25,2501,25304,Hérimoncourt,3575
120487,24,18,1809,18087,Dun-sur-Auron,3572
131511,25,14,1423,14342,Isigny-sur-Mer,3570
119642,94,2A,2A09,2A272,Sartène,3570
123521,91,34,3406,34051,Canet,3570
128484,52,85,8510,85065,Chavagnes-en-Paillers,3568
119586,31,59,5902,59005,Allennes-les-Marais,3567
121923,54,17,1725,17146,Échillais,3567
120932,83,63,6323,63263,Orcines,3566
130307,91,66,6602,66003,Amélie-les-Bains-Palalda,3565
115281,25,14,1415,14220,Deauville,3565
115736,82,38,3803,38315,Le Pont-de-Beauvoisin,3562
142621,31,59,5912,59067,Bergues,3561
120597,11,77,7719,77378,Pringy,3558
110662,21,51,5121,51380,Montmirail,3557
133619,52,44,4408,44051,Derval,3556
130986,53,35,3512,35204,Nouvoitou,3554
138657,54,16,1607,16090,Châteauneuf-sur-Charente,3554
112187,82,73,7316,73030,Barby,3553
144814,52,49,4902,49278,Sainte-Gemmes-sur-Loire,3552
122514,93,13,1307,13076,Plan-d'Orgon,3552
124533,73,12,1206,12013,Aubin,3552
142691,54,17,1707,17197,Jonzac,3550
141886,91,34,3422,34087,Cournonsec,3550
128202,82,69,6900,69163,Quincieux,3549
130873,21,52,5211,52353,Nogent,3548
129537,83,43,4312,43089,Espaly-Saint-Marcel,3547
117147,82,69,6905,69131,Messimy,3543
118303,53,35,3512,35088,Corps-Nuds,3543
111746,53,29,2918,29015,Bourg-Blanc,3542
130483,43,90,9001,90032,Danjoutin,3541
135815,82,01,0114,01265,Montréal-la-Cluse,3541
111897,54,17,1710,17058,Bourcefranc-le-Chapus,3541
115706,21,08,0814,08491,Vrigne-aux-Bois,3540
128139,73,81,8102,81218,Puygouzon,3540
133632,31,59,5908,59581,Steenwerck,3540
123650,82,74,7405,74128,Fillinges,3537
133191,31,59,5935,59314,Hornaing,3535
130179,91,66,6615,66069,Espira-de-l'Agly,3532
141467,82,38,3808,38013,Apprieu,3530
137616,73,81,8113,81222,Réalmont,3529
117079,53,29,2926,29185,Plouescat,3528
142628,83,43,4314,43190,Saint-Germain-Laprade,3528
122005,21,51,5115,51474,Saint-Brice-Courcelles,3526
127622,73,31,3107,31048,Baziège,3523
142732,26,71,7113,71059,Le Breuil,3522
135810,52,44,4403,44137,Prinquiau,3522
114121,93,13,1326,13038,Fontvieille,3521
126082,72,40,4009,40304,Soorts-Hossegor,3520
115163,24,45,4501,45098,Cléry-Saint-André,3520
127221,11,77,7706,77257,Lizy-sur-Ourcq,3519
131528,24,37,3719,37054,Chanceaux-sur-Choisille,3519
119408,83,15,1505,15120,Mauriac,3519
113240,52,85,8501,85190,Rocheservière,3519
131107,31,62,6211,62489,Lapugnoy,3518
143881,53,35,3516,35227,Pleumeleuc,3517
122952,02,972,972,972204,Le Carbet,3517
123462,54,79,7914,79109,Échiré,3517
115806,41,57,5716,57616,Saint-Julien-lès-Metz,3514
142459,52,72,7204,72260,Ruaudin,3514
139944,24,37,3701,37163,Nazelles-Négron,3512
135764,53,29,2911,29247,Saint-Évarzec,3508
116495,53,56,5617,56119,Locoal-Mendon,3507
139136,82,38,3817,38247,Montalieu-Vercieu,3507
120337,72,33,3308,33274,Martillac,3504
141749,73,12,1214,12174,Olemps,3503
122716,53,35,3517,35013,Bains-sur-Oust,3502
112698,93,13,1303,13101,Saint-Savournin,3501
121090,73,65,6507,65062,Barbazan-Debat,3500
133802,41,88,8815,88408,Rupt-sur-Moselle,3497
113824,73,09,0913,09324,Varilhes,3495
136799,42,68,6807,68156,Issenheim,3491
127208,82,38,3804,38138,Crémieu,3490
144017,93,04,0409,04197,Sainte-Tulle,3489
121530,93,06,0624,06046,Colomars,3487
115437,83,63,6326,63338,Saint-Éloy-les-Mines,3486
118635,52,44,4428,44155,Saint-Colomban,3485
112041,82,07,0703,07331,Vals-les-Bains,3485
110678,72,64,6425,64511,Sauvagnon,3484
135767,82,38,3826,38389,Saint-Georges-d'Espéranche,3483
132877,73,46,4610,46128,Gramat,3482
123431,83,43,4305,43177,Saint-Didier-en-Velay,3480
112275,52,44,4419,44068,Guenrouet,3480
128544,82,26,2613,26271,La Roche-de-Glun,3478
121278,91,34,3405,34147,Magalas,3478
136624,82,73,7313,73181,Moûtiers,3475
129990,42,67,6703,67529,Weyersheim,3473
141177,41,55,5509,55181,Étain,3473
115764,25,50,5003,50076,Bréhal,3472
114270,82,73,7313,73257,Saint-Martin-de-Belleville,3472
130042,53,22,2219,22213,Plouër-sur-Rance,3469
131401,82,42,4207,42299,Savigneux,3468
132509,82,74,7403,74303,Villaz,3468
115226,53,35,3512,35266,Saint-Erblon,3466
137071,73,31,3109,31287,Lavernose-Lacasse,3465
121737,82,74,7406,74276,Taninges,3465
130701,26,89,8914,89460,Villeneuve-la-Guyard,3464
124761,52,49,4911,49292,Saint-Lambert-du-Lattay,3464
131221,42,67,6704,67154,Gerstheim,3463
121176,53,29,2911,29057,La Forêt-Fouesnant,3463
111700,52,49,4919,49060,Chacé,3463
111684,22,60,6019,60178,Crèvecoeur-le-Grand,3462
116327,31,62,6212,62848,Verquin,3459
117186,42,67,6706,67256,Lampertheim,3458
116438,93,84,8410,84030,Caromb,3458
124370,41,54,5407,54254,Haucourt-Moulaine,3458
135255,72,64,6426,64038,Arcangues,3457
142554,22,60,6020,60482,Orry-la-Ville,3455
118769,73,32,3215,32256,Mirande,3454
119134,42,68,6815,68249,Orbey,3453
116256,91,34,3404,34037,Boujan-sur-Libron,3452
129267,72,33,3317,33293,Montussan,3451
126130,52,85,8503,85034,Bournezeau,3451
135437,22,60,6004,60575,Sainte-Geneviève,3450
118446,73,81,8103,81156,Marssac-sur-Tarn,3449
142421,82,01,0114,01269,Nantua,3449
131415,91,66,6617,66196,Sorède,3448
135304,25,14,1424,14712,Troarn,3446
132642,24,37,3705,37014,Azay-le-Rideau,3442
136620,72,64,6402,64061,Artix,3440
115025,72,33,3311,33381,Saint-Caprais-de-Bordeaux,3440
116531,73,46,4616,46251,Saint-Céré,3438
131609,21,10,1001,10003,Aix-en-Othe,3437
136809,83,43,4307,43112,Langeac,3437
112824,93,84,8409,84036,Châteauneuf-de-Gadagne,3437
127785,83,63,6321,63302,La Roche-Blanche,3436
126336,91,30,3018,30274,Saint-Julien-les-Rosiers,3436
110912,24,45,4506,45327,Traînou,3435
113582,31,59,5907,59331,Landrecies,3435
142969,82,01,0112,01032,Béligneux,3434
116487,54,79,7914,79355,Vouillé,3431
142389,82,74,7405,74241,Saint-Jeoire,3431
142584,82,01,0110,01138,Culoz,3426
141915,82,38,3824,38377,Saint-Clair-de-la-Tour,3425
119304,11,95,9516,95370,Marines,3422
125892,53,56,5601,56046,Crach,3422
113904,52,44,4430,44032,La Chapelle-Heulin,3420
129347,91,34,3408,34333,Vic-la-Gardiole,3416
129592,53,56,5603,56144,Naizin,3415
130970,54,17,1706,17194,La Jarrie,3414
115565,93,13,1326,13065,Mouriès,3414
134438,53,29,2920,29191,Plougonven,3412
145020,82,73,7303,73154,Mercury,3411
137379,11,77,7713,77463,Thomery,3411
123637,82,38,3829,38061,La Buisse,3411
137821,82,01,0115,01014,Arbent,3409
134121,03,973,973,973310,Roura,3409
128073,54,86,8617,86133,Ligugé,3408
131400,53,29,2908,29146,Melgven,3405
142656,82,38,3810,38170,Fontanil-Cornillon,3405
124518,93,83,8301,83032,Carcès,3405
126470,72,33,3311,33165,Fargues-Saint-Hilaire,3404
116121,53,56,5611,56058,Férel,3404
137716,83,43,4312,43251,Vals-près-le-Puy,3402
125753,11,77,7708,77107,Chaumes-en-Brie,3401
119029,91,66,6605,66168,Saint-André,3400
139409,91,30,3021,30036,Bernis,3397
110933,11,77,7716,77450,Servon,3396
132907,72,33,3311,33330,Pompignac,3393
113063,24,41,4101,41173,Ouzouer-le-Marché,3393
115628,82,38,3804,38451,Saint-Romain-de-Jalionas,3393
131803,24,45,4505,45272,Saint-Cyr-en-Val,3392
125729,42,67,6713,67291,Mertzwiller,3391
112497,52,85,8501,85108,L' Herbergement,3390
130088,82,38,3813,38439,Saint-Pierre-d'Allevard,3389
120533,72,33,3308,33501,Saucats,3388
117633,52,72,7208,72051,Cérans-Foulletourte,3387
136786,54,17,1722,17409,Saint-Sulpice-de-Royan,3387
141860,42,68,6814,68126,Hégenheim,3386
121660,82,26,2611,26218,Mours-Saint-Eusèbe,3385
130914,52,85,8515,85070,Coëx,3383
137394,82,01,0117,01159,Feillens,3381
124705,82,01,0111,01224,Loyettes,3381
126760,11,91,9105,91111,Briis-sous-Forges,3380
140225,22,60,6012,60012,Andeville,3380
121207,93,13,1307,13089,Saint-Andiol,3380
118669,91,34,3407,34244,Saint-Brès,3378
132696,25,14,1424,14456,Moult,3378
113463,41,57,5720,57483,Morhange,3377
117129,83,63,6306,63050,Brassac-les-Mines,3376
120750,94,2B,2B09,2B207,Penta-di-Casinca,3376
137385,93,06,0624,06126,Saint-Martin-du-Var,3375
126864,82,69,6905,69268,Vourles,3374
133818,82,38,3825,38332,Renage,3374
124067,24,45,4509,45258,Puiseaux,3374
131628,41,57,5719,57123,Carling,3373
112106,91,30,3015,30210,Quissac,3373
127781,54,17,1705,17360,Sainte-Marie-de-Ré,3372
119852,72,33,3330,33333,Le Porge,3371
134116,25,61,6109,61484,Le Theil,3369
111587,82,01,0122,01333,Saint-André-de-Corcy,3368
129824,31,62,6224,62571,Merlimont,3367
144113,31,62,6239,62464,Hulluch,3367
131923,52,44,4420,44012,La Bernerie-en-Retz,3364
144777,11,91,9108,91390,Méréville,3364
136079,24,41,4108,41167,Onzain,3364
121182,25,50,5001,50550,Saint-Sauveur-Lendelin,3362
135261,82,01,0113,01049,La Boisse,3361
113010,91,30,3018,30227,Saint-Ambroix,3361
143936,72,40,4005,40283,Saint-Vincent-de-Paul,3360
113950,31,59,5936,59398,Mérignies,3360
125622,41,57,5710,57143,Clouange,3359
121794,41,57,5708,57144,Cocheren,3359
139073,53,35,3511,35033,Bourg-des-Comptes,3358
124760,83,63,6305,63453,Vertaizon,3358
128984,11,95,9509,95149,Chaumontel,3356
124202,54,16,1608,16292,Ruffec,3353
124771,82,74,7410,74143,Les Houches,3353
143731,42,67,6710,67045,Bischoffsheim,3352
114117,52,49,4921,49127,Durtal,3351
135486,94,2A,2A11,2A130,Grosseto-Prugna,3349
126803,72,40,4009,40317,Tosse,3348
127597,43,90,9001,90039,Essert,3348
135891,53,56,5605,56040,Cléguer,3348
133211,72,33,3320,33473,Saint-Savin,3347
137104,24,37,3719,37281,Vouvray,3346
112866,22,60,6004,60143,Chaumont-en-Vexin,3346
134453,82,38,3813,38175,Froges,3345
121402,11,91,9108,91129,Cerny,3345
127500,31,59,5911,59322,Iwuy,3343
140022,53,29,2908,29049,Elliant,3343
139698,11,78,7808,78118,Buchelay,3340
132596,11,78,7801,78442,Neauphle-le-Château,3340
140588,53,29,2908,29272,Saint-Yvi,3339
136159,82,38,3820,38071,Champ-sur-Drac,3339
116316,31,62,6236,62755,Saint-Léonard,3338
120035,93,84,8413,84147,Villelaure,3337
135655,82,01,0102,01024,Attignat,3336
125237,94,2A,2A08,2A001,Afa,3336
130865,52,44,4430,44117,Le Pallet,3335
144722,53,22,2217,22282,Saint-Cast-le-Guildo,3334
133568,53,29,2926,29239,Roscoff,3334
125006,11,77,7722,77121,Collégien,3334
114228,11,95,9517,95256,Frépillon,3334
116476,24,41,4105,41150,Mont-près-Chambord,3333
110766,26,89,8914,89309,Pont-sur-Yonne,3333
117078,53,35,3509,35162,Louvigné-du-Désert,3331
139871,91,30,3021,30004,Aigues-Vives,3331
122785,53,29,2925,29147,Mellac,3329
144124,91,66,6614,66012,Baho,3327
137925,91,34,3402,34135,Lespignan,3325
138572,91,30,3002,30010,Anduze,3324
135761,31,62,6232,62902,Wizernes,3323
117176,53,35,3508,35150,Lécousse,3322
123238,22,60,6006,60151,Choisy-au-Bac,3322
117447,91,34,3424,34052,Capestang,3318
111661,31,62,6238,62361,Frévent,3318
112576,11,77,7703,77005,Annet-sur-Marne,3317
139747,53,56,5621,56137,Monterblanc,3316
142349,52,85,8510,85295,Treize-Septiers,3316
129515,52,44,4404,44094,Mauves-sur-Loire,3312
138701,91,34,3410,34134,Lavérune,3312
113713,25,50,5023,50546,Saint-Samson-de-Bonfossé,3312
143946,22,80,8010,80131,Boves,3306
136994,52,44,4428,44102,Montbert,3305
114428,73,82,8211,82002,Albias,3305
134687,11,77,7703,77276,Mareuil-lès-Meaux,3304
144630,73,65,6507,65331,Odos,3303
138978,91,34,3408,34159,Mireval,3302
133260,11,77,7713,77419,Saint-Mammès,3302
128143,72,64,6426,64100,Bassussarry,3301
115963,91,66,6607,66224,Villelongue-de-la-Salanque,3301
141154,41,88,8807,88009,Anould,3301
120772,41,57,5722,57260,Grosbliederstroff,3297
134934,73,12,1203,12264,Sébazac-Concourès,3297
117113,23,76,7606,76005,Amfreville-la-Mi-Voie,3296
